id,name,spawn_command,category_name,category_description,function_name,function_description,faction,default_faction,interact_text,aim_direction,aim_offset,animnetwork,behavior,build_time_ms,calldown_complete_soundevent,calldown_soundevent,calldownfx_complete_id,calldownfx_id,collision_id,constructed_abilityid,damageresponse,death_abilityid,deployable_category,deployable_level,dialog_script_id,difficulty_cost,flags,function,gameplay_priority_boost,gibset_id,hardpoint_type,hit_abilityid,interact_abilityid,interact_completed_abilityid,interact_height,interact_radius,interact_string,interaction_duration_ms,interaction_type,localized_name_id,loot_table_id,no_drive_zone,powered_off_ability,powered_on_ability,scale,scaling_table_id,scope_range,service_type,service_type_data,spawn_abilityid,standard_health,start_hitpoints,turret_type,vendor_loot_table_id,visual_offset,visualgroup,visualgroup_idx,visualrec,xpreward_mult,xpreward_type
1843,Meteor Bombardment - shoots the Invisible Crystite Meteor,\spawn deployable 1843,None,,Undefined,No function defined,neutral,9,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,33558594,0,0,0,0,0,0,0,1.5,1,0,0,0,219611,0,0,0,0,1,10003,10000,0,0,37128,0,1,0,0,"(0, 0, 0)",0,0,11405,1,0
1844,Copy of Meteor Bombardment collision check,\spawn deployable 1844,None,,Undefined,No function defined,neutral,9,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,33558670,0,0,0,0,0,0,0,1.5,1,0,0,0,219617,0,0,0,0,0.25,10003,3000,0,0,36613,0,1,0,0,"(0, 0, 0)",0,0,0,1,0
1845,_CoverObject1,\spawn deployable 1845,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,233636,0,1,0,0,0,0,0,33562638,0,0,0,0,0,0,0,0,0,0,0,0,219655,0,0,0,0,1,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17528,0,0
1846,_CoverObject2,\spawn deployable 1846,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,33562638,0,0,0,0,0,0,0,0,0,0,0,0,219656,0,0,0,0,1,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17529,0,0
1847,_CoverObject3,\spawn deployable 1847,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,41951246,0,0,0,0,0,0,0,0,0,0,0,0,219659,0,0,0,0,1,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,13142,0,0
1848,Accord Strike Marker,\spawn deployable 1848,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,233835,0,1,0,0,0,0,0,8388608,0,0,0,0,0,0,0,1,0,0,2000,0,219900,0,0,0,0,1,10003,0,0,0,37132,0,1,0,0,"(0, 0, 0)",0,0,11473,0,0
1849,,\spawn deployable 1849,Generic Terminal,general use terminal,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,4,0,32,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,3000,10,219917,0,0,0,0,1,10003,100,0,0,37268,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1850,,\spawn deployable 1850,None,,Undefined,No function defined,melding,6,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,213550,0,1,0,0,0,0,0,262146,0,0,0,0,138,0,0,1.5,1,0,0,0,219918,0,0,0,0,1,10003,2000,0,0,36632,0,0,0,0,"(0, 0, 0)",0,0,17042,1,0
1851,,\spawn deployable 1851,Turret,,Undefined,No function defined,bandit,8,,"(0, 0, 1)","(0, 0, 0)",0,,0,0,0,0,0,125148,0,1,37136,1,0,0,0,33556502,0,0,0,0,0,0,0,1,1,0,0,0,219942,5334,1,0,0,0.75,10003,500,0,0,36705,1,7000,0,0,"(0, 0, 0)",0,0,11601,1,0
1852,,\spawn deployable 1852,Generic Terminal,general use terminal,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,6,0,32,0,0,0,262150,0,0,0,0,0,0,0,1.5,1,0,5000,8,220001,0,0,0,0,1,10003,100,0,0,37268,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1853,,\spawn deployable 1853,None,,Undefined,No function defined,chosen,2,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,35873,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,220002,0,0,0,0,1,10003,0,0,0,0,1,200,0,0,"(0, 0, 0)",0,0,11892,0,0
1854,_Hybrid Surface Deposit,\spawn deployable 1854,Surface Deposit,(resource) surface deposit,Undefined,No function defined,neutral,9,,"(0, 0, 1)","(0, 0, 0)",0,,0,0,0,0,0,189629,37788,8,0,21,0,0,0,67110914,0,0,0,0,0,0,0,1,1,0,0,0,220004,0,0,0,0,0.5,10003,500,0,0,37788,0,14000,0,0,"(0, 0, 0)",0,0,17002,1,0
1855,,\spawn deployable 1855,Turret,,Play,Where NPCs can have fun.,accord,1,,"(0, 0, 0)","(0, 0, 1)",226225,,0,0,0,0,0,220483,0,4,0,1,0,0,0,2182,3,0,0,0,0,0,0,1.5,1,0,0,8,220006,0,0,0,0,1,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,17382,1,0
1856,,\spawn deployable 1856,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,100,7,220053,0,0,0,0,1,10003,0,0,0,0,1,1,0,0,"(0, 0, 0)",0,0,13332,0,0
1857,Horde - Chosen Drop Pod,\spawn deployable 1857,Spawner,,Deployed Target,"Not known ahead of time, attacked on sight only.",chosen,2,,"(0, 1, 0)","(0, 0, 1)",139688,,250,0,0,0,0,189636,0,4,33998,8,0,0,0,38,12,0,0,0,0,0,0,1.5,1,0,0,0,220069,28,0,0,0,1,10003,500,0,0,0,62.5,25000,0,0,"(0, 0, 0)",0,0,13312,1,0
1858,,\spawn deployable 1858,Generic Terminal,general use terminal,Interactable Objective,Deployable that should be interacted with for example to capture.,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189606,0,4,0,32,0,0,0,2070,14,0,0,0,0,0,0,1,1,0,1000,6,220070,0,0,0,0,1,10003,0,0,0,37076,0,1,0,0,"(0, 0, 0)",0,0,11609,1,0
1859,Chosen Drop Pod,\spawn deployable 1859,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",chosen,2,,"(0, 1, 0)","(0, 0, 1)",139878,,250,0,0,0,0,189636,34344,4,33998,0,0,0,0,1030,12,0,0,0,0,0,0,1.5,1,0,0,0,220072,28,0,0,0,1,10003,500,0,0,0,6.25,2500,0,0,"(0, 0, 0)",0,0,17634,1,7
1860,,\spawn deployable 1860,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,250,0,0,0,0,0,0,4,37405,0,0,0,0,6,12,0,0,0,0,0,0,1.5,1,0,10,0,220115,0,0,0,0,1,10003,1000,0,0,37404,200,500,0,0,"(0, 0, 0)",0,0,18920,1,0
1862,,\spawn deployable 1862,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,250,0,0,0,0,0,0,4,37405,0,0,0,0,6,12,0,0,0,0,0,0,1.5,1,0,10,0,220274,0,0,0,0,1,10003,1000,0,0,37404,200,500,0,0,"(0, 0, 0)",0,0,18920,1,0
1863,,\spawn deployable 1863,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,250,0,0,0,0,0,0,4,37405,0,0,0,0,6,12,0,0,0,0,0,0,1.5,1,0,10,0,220275,0,0,0,0,1,10003,1000,0,0,37404,200,500,0,0,"(0, 0, 0)",0,0,18920,1,0
1864,,\spawn deployable 1864,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,250,0,0,0,0,0,0,4,37405,0,0,0,0,6,12,0,0,0,0,0,0,1.5,1,0,10,0,220276,0,0,0,0,1,10003,1000,0,0,37404,200,500,0,0,"(0, 0, 0)",0,0,18920,1,0
1865,_GlacierRock,\spawn deployable 1865,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,8396814,0,0,0,0,0,0,0,0,0,0,0,0,220298,0,0,0,0,0.2,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,18620,0,0
1866,_GlacierBridge,\spawn deployable 1866,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,8396814,0,0,0,0,0,0,0,0,0,0,0,0,220299,0,0,0,0,0.2,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,18824,0,0
1867,_GlacierCliff,\spawn deployable 1867,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,8396814,0,0,0,0,0,0,0,0,0,0,0,0,220300,0,0,0,0,0.2,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,18622,0,0
1868,_CoverObject4,\spawn deployable 1868,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,41951246,0,0,0,0,0,0,0,0,0,0,0,0,220301,0,0,0,0,1.22,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,18675,0,0
1869,_GlacierIceBarrier,\spawn deployable 1869,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,8396814,0,0,0,0,0,0,0,0,0,0,0,0,220302,0,0,0,0,1,10003,0,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,18786,0,0
1870,,\spawn deployable 1870,None,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 0.75)",199675,,0,0,0,0,0,239526,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,1.5,1,0,0,0,220473,0,0,0,0,2,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,14491,1,0
1871,,\spawn deployable 1871,None,,Fixed Weapon,Deployed weapon usable by NPCs.,accord,1,,"(0, 0, 0)","(0, 0, -1)",145021,,0,0,0,0,0,189632,0,4,33943,0,0,0,0,786432,4,0,0,0,0,0,0,1.5,1,0,0,0,220487,0,0,0,0,0.5,10003,1000,0,0,37144,25,10000,136,0,"(0, 0, 0)",0,0,19028,1,0
1872,,\spawn deployable 1872,None,,Fixed Weapon,Deployed weapon usable by NPCs.,accord,1,,"(0, 0, 0)","(0, 0, 1)",145021,,0,0,0,0,0,189632,0,4,33943,0,0,0,0,786503,4,0,0,0,0,0,0,1.5,1,0,0,0,220488,0,0,0,0,1,10003,1000,0,0,37144,125,50000,137,0,"(0, 0, 0)",0,0,19030,1,0
1873,,\spawn deployable 1873,None,,Undefined,No function defined,melding,6,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,214666,0,1,0,0,0,0,0,262158,0,0,0,0,138,0,0,1.5,1,0,0,0,220496,0,0,0,0,0.75,10003,1000,0,0,37139,0,0,0,0,"(0, 0, 0)",0,0,17042,1,0
1874,,\spawn deployable 1874,Power Cell Dispenser,,Undefined,No function defined,friendly,4,,"(0, 0, 0)","(0, 0, 1)",179421,,0,0,0,0,0,189606,0,4,0,13,0,0,0,135,0,0,0,0,0,0,0,1.5,1,0,0,0,220499,0,0,0,0,1,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,18201,1,0
1875,,\spawn deployable 1875,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262144,0,0,0,0,0,0,0,1.5,1,0,0,0,220504,0,0,0,0,1,10003,0,0,0,37136,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1876,AA Turret,\spawn deployable 1876,Mannable Turret,,Fixed Weapon,Deployed weapon usable by NPCs.,accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,0,0,0,0,0,0,0,4,33998,5,0,0,0,7,4,0,0,0,0,48,0,3,2.7,0,0,8,220527,0,2,34439,34214,1,10003,300,0,0,35278,0,0,5,0,"(0, 0, 0)",55,0,0,1,0
1877,Razorwind Bomb,\spawn deployable 1877,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,1,0,0,0,0,0,8388622,0,0,0,0,0,0,0,0,0,0,0,0,220530,0,0,0,0,4,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,18614,0,0
1878,,\spawn deployable 1878,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189601,0,2,0,0,0,0,0,264326,0,0,0,0,0,0,0,1.5,1,0,500,8,220533,0,0,0,0,1,10003,100,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11247,1,0
1879,,\spawn deployable 1879,None,,Target (primary),"Known target, does not require line of sight.",bandit,8,,"(0, 0, 1)","(0, 0, 1)",0,,11666,0,0,0,0,189575,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,1.5,1.1,0,5000,0,220562,0,0,0,0,1,10003,250,0,0,37148,5,1,0,0,"(0, 0, 0)",0,0,0,1,0
1880,,\spawn deployable 1880,Mannable Turret,,Fixed Weapon,Deployed weapon usable by NPCs.,chosen,2,,"(0, 0, 2)","(0, 0, 2)",210740,,1000,0,0,0,0,0,37146,42,35277,5,0,0,0,71,4,0,0,0,0,0,0,1.5,3.5,0,0,0,220607,28,0,0,0,1,10003,300,0,0,35021,6.25,2500,17,0,"(0, 0, 0)",0,0,16881,1,7
1881,,\spawn deployable 1881,None,,Target (primary),"Known target, does not require line of sight.",bandit,8,,"(0, 0, 1)","(0, 0, 1)",0,,11666,0,0,0,0,189575,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,1.5,1.1,0,5000,0,220620,0,0,0,0,1,10003,250,0,0,37150,5,1,0,0,"(0, 0, 0)",0,0,0,1,0
1882,,\spawn deployable 1882,None,,Deployed Target,"Not known ahead of time, attacked on sight only.",accord,1,,"(0, 1, 0)","(0, 0, 0)",0,,0,0,0,0,0,189565,0,4,34797,0,0,0,0,2,12,0,0,0,0,0,0,1.5,1,0,0,0,220656,0,0,0,0,1,10003,100,0,0,34969,0.625,1,0,0,"(0, 0, 0)",0,0,11468,1,0
1883,,\spawn deployable 1883,Turret,,Undefined,No function defined,bandit,8,,"(0, 0, 1)","(0, 0, 0)",0,,0,0,0,0,0,125148,0,1,37136,1,0,0,0,33556502,0,0,0,0,0,0,0,1,1,0,0,0,220709,5334,1,0,0,0.75,10003,500,0,0,37155,1,7000,0,0,"(0, 0, 0)",0,0,11601,1,0
1884,,\spawn deployable 1884,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220731,0,0,0,0,1,10003,0,0,0,37140,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1885,,\spawn deployable 1885,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220734,0,0,0,0,1,10003,0,0,0,37156,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1886,,\spawn deployable 1886,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220737,0,0,0,0,1,10003,0,0,0,37157,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1887,,\spawn deployable 1887,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220740,0,0,0,0,1,10003,0,0,0,37158,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1888,,\spawn deployable 1888,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220743,0,0,0,0,1,10003,0,0,0,37159,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1889,,\spawn deployable 1889,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220746,0,0,0,0,1,10003,0,0,0,37160,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1890,,\spawn deployable 1890,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220749,0,0,0,0,1,10003,0,0,0,37161,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1891,Community Fireworks: Mascleta,\spawn deployable 1891,None,,Undefined,No function defined,accord,1,Activate,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,264194,0,0,0,0,0,0,37162,0.75,1,432123,500,7,220752,0,0,0,0,1,10003,10,0,0,34968,0,1,0,0,"(0, 0, 0)",0,0,16699,1,0
1892,Community Fireworks: Streamers,\spawn deployable 1892,None,,Undefined,No function defined,accord,1,Activate,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,264194,0,0,0,0,0,0,37163,0.75,1,432123,500,7,220757,0,0,0,0,1,10003,10,0,0,34968,0,1,0,0,"(0, 0, 0)",0,0,16699,1,0
1893,Community Fireworks: Burst,\spawn deployable 1893,None,,Undefined,No function defined,accord,1,Activate,"(0, 0, 1)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,264194,0,0,0,0,0,0,37164,0.75,1,432123,500,7,220764,0,0,0,0,1,10003,10,0,0,34968,0,1,0,0,"(0, 0, 0)",0,0,16699,1,0
1894,Fireworks - Epic Hero,\spawn deployable 1894,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220769,0,0,0,0,1,10003,0,0,0,37165,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1895,"Fireworks, Airburst - Blue Sphere",\spawn deployable 1895,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220770,0,0,0,0,1,10003,0,0,0,37166,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1896,"Fireworks, Airburst - Ring Sphere",\spawn deployable 1896,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220780,0,0,0,0,1,10003,0,0,0,37167,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1897,"Fireworks, Airburst - Red Sphere",\spawn deployable 1897,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,220781,0,0,0,0,1,10003,0,0,0,37168,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1898,,\spawn deployable 1898,None,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,108035,220233,0,4,0,0,0,0,0,2,0,0,0,0,138,0,0,1.5,1,0,0,0,220892,0,0,0,0,1,10003,100,0,0,37177,25,1,0,0,"(0, 0, 0)",0,0,0,1,0
1899,Chosen Shield,\spawn deployable 1899,None,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,108035,220233,0,4,0,0,0,0,0,2,0,0,0,0,138,0,0,1.5,1,0,0,0,220893,0,0,0,0,1,10003,100,0,0,37176,25,1,0,0,"(0, 0, 0)",0,0,0,1,0
1900,Fireworks - Carnaval,\spawn deployable 1900,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,262146,0,0,0,0,0,0,0,1.5,1,0,0,0,221095,0,0,0,0,1,10003,0,0,0,37178,0,1,0,0,"(0, 0, 0)",0,0,17042,1,0
1901,Community Fireworks: Carnaval,\spawn deployable 1901,None,,Undefined,No function defined,accord,1,Activate,"(0, 0, 1)","(0, 0, 0.75)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,264194,0,0,0,0,0,0,37179,0.75,1,432123,500,7,221096,0,0,0,0,1,10003,10,0,0,34968,0,1,0,0,"(0, 0, 0)",0,0,16699,1,0
1902,Bandit Supplies,\spawn deployable 1902,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,114791,0,4,0,0,0,0,0,788630,0,0,0,0,0,0,0,1.5,1,0,0,8,221157,0,0,0,0,1,10003,50,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,11500,1,0
1903,Bandit Barricade,\spawn deployable 1903,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,113433,0,4,0,0,0,0,0,9177222,0,0,0,0,0,0,0,1.5,1,0,0,8,221191,0,0,0,0,1.5,10003,50,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,11486,1,0
1904,Chosen Drop Pod,\spawn deployable 1904,Spawner,,Deployed Target,"Not known ahead of time, attacked on sight only.",chosen,2,,"(0, 1, 0)","(0, 0, 1)",163453,,10500,0,0,0,0,189636,0,4,33998,8,0,0,0,294,12,0,0,0,0,0,0,1.5,1,0,0,0,221217,28,0,0,0,1,10003,500,0,0,37181,15,7000,0,0,"(0, 0, 0)",0,0,17634,1,0
1921,Chosen Sin Tower,\spawn deployable 1921,None,,Target (secondary),"Known target, does not require line of sight.",chosen,2,,"(0, 1, 0)","(0.87, 0.5, 0.75)",253830,,18000,0,0,0,0,189566,37198,4,37147,0,0,0,0,524303,10,0,0,0,0,0,34095,2,3,0,2000,11,221341,0,2,0,0,1,10003,700,0,0,34689,0,0,0,0,"(0, 0, 0)",0,0,18936,1,0
1922,,\spawn deployable 1922,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",180924,,0,0,0,0,0,189606,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4000,7,221436,0,0,0,0,1,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,15234,0,0
1923,Chosen ForceShields,\spawn deployable 1923,Shield,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 1)",0,,0,0,0,0,0,251059,37199,4,37200,2,3,0,0,143,0,0,0,0,138,0,0,1.2,0.75,0,0,0,221437,0,0,0,0,2,10003,150,0,0,0,20,7200,0,0,"(0, 0, 0)",0,0,14407,1,0
1924,,\spawn deployable 1924,None,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 0.75)",0,,0,0,0,0,108035,189629,0,4,0,0,0,0,0,6,0,0,0,0,138,0,0,1.5,1,0,0,0,221441,0,0,0,0,0,10003,500,0,0,37201,0,0,0,0,"(0, 0, 0)",0,0,0,1,0
1925,Hijacked Terminal,\spawn deployable 1925,None,,Interactable Objective,Deployable that should be interacted with for example to capture.,chosen,2,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,197229,0,4,0,0,0,0,0,65538,14,0,0,0,0,0,0,1.75,2,0,5000,7,221592,0,0,0,0,1,10003,100,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17387,1,0
1926,Locked Hackable Terminal,\spawn deployable 1926,None,,Undefined,No function defined,chosen,2,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,189607,0,4,0,0,0,0,0,2056,0,0,0,0,0,0,0,2,10,0,4000,7,221593,0,0,0,0,1,10003,100,0,0,0,0,0,0,0,"(0, 0, 0)",0,0,17387,1,0
1927,Copy of Chosen Barricade,\spawn deployable 1927,None,,Undefined,No function defined,chosen,2,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,201558,0,6,34367,0,0,0,0,297094,0,0,0,0,0,0,0,0,0,0,0,0,221617,0,0,0,0,1,10003,150,0,0,35484,0,1,0,0,"(0, 0, 0)",0,0,16318,0,0
1928,Copy of Weapons Crate,\spawn deployable 1928,None,,Undefined,No function defined,accord,1,,"(0, 1, 0)","(0, 0, 0.75)",0,,5000,0,0,0,0,189607,0,4,0,0,0,0,0,788622,0,0,0,0,0,0,0,1.5,0,0,1,8,221618,0,0,0,0,1,10003,250,0,0,35001,0,1,0,0,"(0, 0, 0)",0,0,16945,1,0
1929,,\spawn deployable 1929,None,,Undefined,No function defined,neutral,9,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,0,6,34367,0,0,0,0,33851526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10003,150,0,0,35484,0,1,0,0,"(0, 0, 0)",0,0,16319,0,0
1930,,\spawn deployable 1930,None,,Target (secondary),"Known target, does not require line of sight.",accord,1,,"(0, 0, 0)","(0, 0, 1)",0,,3000,0,0,0,0,189607,0,1,37290,0,0,0,0,262279,10,0,0,0,0,0,37290,1.5,1,0,2000,7,221871,6120,0,0,0,1,10003,10,0,0,37266,0,360,0,0,"(0, 0, 0)",0,0,14330,1,0
1931,,\spawn deployable 1931,None,,Undefined,No function defined,accord,1,,"(0, 0, 0)","(0, 0, 0)",0,,0,0,0,0,0,0,36365,1,0,0,0,0,0,8388623,0,0,0,0,0,0,37250,1,0,0,0,8,221882,0,0,35809,0,1,10003,0,0,0,0,0,1,0,0,"(0, 0, 0)",0,0,11653,0,0
1932,,\spawn deployable 1932,None,,Undefined,No function defined,neutral,9,,"(0, 1, 0)","(0, 0, 0.5)",0,,0,0,0,0,0,189575,0,1,0,0,0,0,0,33822784,0,0,0,0,0,0,0,1.5,1,0,0,0,221906,0,0,0,0,1,10003,10000,0,0,37256,0,1,0,0,"(0, 0, 0)",0,0,11405,1,0
1933,,\spawn deployable 1933,None,,Undefined,No function defined,gaea,7,,"(0, 0, 2)","(0, 0, 2)",0,,3000,0,0,0,0,196208,34508,2,0,0,0,0,0,264358,0,0,0,0,35232,0,0,1.5,1,0,0,0,221936,0,0,0,0,1.25,10003,100,0,0,0,25,10000,0,0,"(0, 0, 0)",23,0,0,1,0
1934,,\spawn deployable 1934,Spawner,,Undefined,No function defined,chosen,2,,"(0, 0, 0)","(0, 0, 1)",162002,,250,0,0,0,0,0,0,4,34420,8,0,0,0,15,0,0,0,0,0,0,0,1.5,1,0,3000,11,221994,0,0,0,0,1,10003,500,0,0,34131,0,1,0,0,"(0, 0, 0)",0,0,14484,1,0
