id,name,spawn_command,faction,faction_id,race_name,chassis_name,weapon1_name,weapon2_name,backpack_name,loot_table_name,loot_table2_name,title_name,ai_spawn_delay_ms,armor_warpaint_palette_id,backpack_id,behavior,behavior_defensive,behavior_defensive_instance_id,behavior_instance_id,behavior_offensive,behavior_offensive_instance_id,behavior_short,body_height,body_mass,body_radius,bodysuit_warpaint_palette_id,charinfo_id,chassis_id,crafting_type_id,damage_response_id,difficulty_cost,extra_color_1,extra_color_2,extra_color_3,extra_color_4,eye_color,eyes_id,facial_hair_color,fast_speed,fullbody_warpaint_palette_id,gender,glow_warpaint_palette_id,gravity,hair_color,head_acc1_id,head_acc2_id,head_id,health_regen,is_componented,lip_color,localized_name_id,loot,loot_table2_id,loot_table_id,max_rand_scale,min_rand_scale,network_fidelity,normal_speed,ornaments_map_group_id_1,ornaments_map_group_id_2,ornaments_map_group_id_3,ornaments_map_group_id_4,posetype_id,projectile_offset,race,respawn_flags,scaling_table_id,skin_color,terminal_type_name,title,vendor_id,visual_options_id,visuals_group_id,voice_set,warpaint_pattern_data,warpaint_tattoo_data,weapon1_id,weapon2_id,weapons,xp_resource_id,xpreward_type
2146,Kruger,\spawn monster 2146,gaea,7,Wildlife,Kruger Battleframe,NPC - Terrorclaw - Swipe - Weapon,,,CORE Gaia Creature Kill Loot 5 (Giant),Claw Loot 5 (MiniBoss),The Rampager,2000,76757,0,,,0,404,,0,,-1,-1,-1,76874,16,118775,0,0,200,"(0.00156863, 0.00141176, 0.00141176, 1)","(1, 0, 0, 1)","(0.901961, 0.106376, 0.106376, 1)","(0.980392, 0, 0, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,425349,5706 / 5425,5425,5706,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,454,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",85191,0,85191 / -,0,0
2147,,\spawn monster 2147,chosen,2,Chosen,MONSTER Medium Chosen Assault M Battleframe,NPC CHOSEN Assault Rifle,,Chosen Shocktrooper Backpack,CORE Chosen Creature Kill Loot 3 (Medium),Chosen SUBLoot 3 (Moderate),,2000,0,88178,"Arch_MedRangedHumanoid_Base(calmNearSpawn=true,interactOn=1,interactFunction=""Fixed Weapon"",interactId=2619,noticePlayerOn=1,noticePlayerEmote=""charge"",interactActionTagLimit=1,interactFriendly=1,interactSearchEffectId=8908,triggerPullTime=1500)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1500)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1500)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,0,2,32740,0,0,50,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,77748,M,0,1,709754880,0,0,10006,5,1,4294901760,425906,5698 / 5369,5369,5698,-1,-1,1,-1,10079,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1005,"(0, 0, 0, 0)","(0, 0, 0, 0)",32739,0,32739 / -,0,0
2148,,\spawn monster 2148,gaea,7,Wildlife,,Ratling Melee Attack,,,,,,2000,76743,0,,,0,238,,0,,-1,-1,-1,76741,133,118777,0,0,20,"(0.215686, 0.181023, 0.181023, 1)","(0.443137, 0.385001, 0.352989, 1)","(1, 0.0352941, 0.0366125, 1)","(1, 1, 1, 1)",0,10001,6241,-1,0,M,76891,1,0,0,0,0,10,0,0,425967,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",118802,0,118802 / -,0,0
2149,Accord Soldier,\spawn monster 2149,accord,1,Human,NPC- Assault Escort Battleframe ([NPE},,NPC Accord Famas Rifle,,,,,2000,76811,30684,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76862,5,120966,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,1235419136,-1,0,M,76943,1,1235419136,10089,10108,10035,0,1,4292804608,426242,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,2609381376,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",87741,76108,87741 / 76108,0,0
2150,Accord Soldier,\spawn monster 2150,accord,1,Human,NPC - Escort Recon Battleframe [NPE],,NPC Accord Famas Rifle,Accord Recon Reactor,,,,2000,76796,31345,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76859,5,120965,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1914896384,10001,2468741120,-1,0,F,76943,1,2468741120,10116,0,10026,0,1,4294901760,426243,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,1508048896,VENDOR,0,0,0,0,1040,"(0, 0, 0, 0)","(0, 0, 0, 0)",87918,76108,87918 / 76108,0,0
2151,Accord Soldier,\spawn monster 2151,accord,1,Human,NPC - Escort Biotech Battleframe [Dynamic],,NPC Accord Famas Rifle,Accord Bio Reactor,,,,2000,76813,31343,"Arch_MedRangedHumanoid_Base(reviveOn=true,triggerPullTime=1500,fireRestDuration=500)","Arch_MedRangedHumanoid_Defend(reviveOn=true,triggerPullTime=1500,fireRestDuration=500)",0,0,"Arch_MedRangedHumanoid_Attack(reviveOn=true,triggerPullTime=1500,fireRestDuration=500)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76888,5,120967,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2097152,10001,276955136,-1,0,M,76929,1,2097152,10089,0,10002,0,1,4294901760,426244,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,1,0,4294901760,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",87028,76108,87028 / 76108,0,0
2152,Accord Soldier,\spawn monster 2152,accord,1,Human,,,,,,,,2000,76810,30684,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)",,0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76848,5,118818,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",2394750976,10001,1921384448,-1,0,M,76943,1,1921384448,10091,0,10002,0,1,4294901760,426495,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,2,0,4294901760,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2153,Massive Melded Varant,\spawn monster 2153,melding,6,Melded,NPC - Massive Melded Varant - Battleframe,NPC - Melded Salamander - Horn Slash - Weapon,,,CORE Gaia Creature Kill Loot 4 (Large),Melded Loot 4 (Complex),,2000,76743,0,"Arch_FullbodyMelee_Base(am1Id=86474,am1Cooldown=3500,am1MaxDist=25,am1Facing=1,am1Chance=.7,headLook=true)","Arch_FullbodyMelee_Defend(am1Id=86474,am1Cooldown=3500,am1MaxDist=25,am1Facing=1,am1Chance=.7,headLook=true)",0,0,"Arch_FullbodyMelee_Attack(am1Id=86474,am1Cooldown=3500,am1MaxDist=25,am1Facing=1,am1Chance=.7,headLook=true)",0,Arch_FullbodyMelee_Base,-1,-1,-1,76741,130,118821,0,0,150,"(0.0695212, 0, 0.0720646, 1)","(0.0604618, 0.0214542, 0.0912778, 1)","(0.0588235, 0.0588235, 0.0588235, 1)","(0, 0, 0, 1)",0,10001,6241,-1,0,M,76891,1,0,0,0,0,5,0,0,426509,5705 / 5460,5460,5705,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",8,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",85165,0,85165 / -,0,0
2154,Accord Soldier,\spawn monster 2154,accord,1,Human,NPC- Assault Escort Battleframe ([NPE},,NPC Accord Famas Rifle,,,,,2000,76811,30684,"Arch_MedRangedHumanoid_Base(triggerPullTime=1500,fireRestDuration=1000)","Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Arch_MedRangedHumanoid_Base,-1,-1,-1,76862,5,120964,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1678770176,10001,1235419136,-1,0,M,76943,1,1235419136,10089,10107,10035,0,1,4292804608,426552,,0,0,-1,-1,1,-1,10012,0,0,0,0,"(0, 0, 0)",0,1,0,2609381376,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",86742,76108,86742 / 76108,0,0
2156,Chosen Engineer Shield Drone,\spawn monster 2156,chosen,2,Human,Elite Chosen Drone Battleframe,Elite Engineer Drone Weapon,,,CORE Chosen Creature Kill Loot 1 (Tiny),Combat Item Drop Table (Chosen Engineer),,0,76757,0,ChosenEngineerDrone,,0,0,,0,ChosenEngineerDrone,-1,-1,-1,76874,49,118832,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,426561,5696 / 5615,5615,5696,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,35,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",118932,0,118932 / -,0,0
2157,Chosen Engineer,\spawn monster 2157,chosen,2,Chosen,Elite Chosen Engineer Battleframe,Elite Chosen Engineer Gun,,Chosen Engipack I,CORE Chosen Creature Kill Loot 3 (Medium),Chosen Engineer Loot (4 Complex),,4000,0,50281,,,0,247,,0,,-1,-1,-1,0,2,118839,0,0,75,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3623878656,10001,971440128,-1,86645,M,76946,1,709754880,0,0,10038,5,1,4294901760,426580,5698 / 5813,5813,5698,-1,-1,1,-1,10080,0,0,0,0,"(0, 0, 0)",2,3,0,2771648512,VENDOR,0,0,0,0,1279,"(0, 0, 0, 0)","(0, 0, 0, 0)",118851,0,118851 / -,0,0
2158,Tornado,\spawn monster 2158,gaea,7,Wildlife,Big Game Hunt Bird Tornado Battleframe,,,,,,,2000,76757,0,,,0,245,,0,,-1,-1,-1,76874,111,118846,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,426832,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,35,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2159,Rashnu,\spawn monster 2159,chosen,2,Chosen,NPC - Chosen Executioner M Battleframe ELITE,Rashnu's Laser HMG,,Chosen Executioner - Backpack,Operation Miru - Ruined Base - Hardcore - Main Table,,The Adjudicator,0,0,120583,,,0,248,,0,,-1,-1,-1,0,2,85881,0,0,300,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",3758096384,10001,1887567872,-1,77746,M,0,1,2300837888,0,0,10038,5,1,4294901760,426928,6644 / -,0,6644,-1,-1,1,-1,10081,10362,10363,0,0,"(0, 0, 0)",2,3,0,3061325921,VENDOR,394,0,0,0,1282,"(0, 0, 0, 0)","(0, 0, 0, 0)",138380,0,138380 / -,0,0
2160,Magaera the Fury,\spawn monster 2160,gaea,7,Wildlife,Magaera Battleframe,RW - Owl - basic weapon,,,CORE Gaia Creature Kill Loot 5 (Giant),,,2000,76757,0,,,0,193,,0,,-1,-1,-1,76874,113,118928,0,0,55,"(0.3, 0.250588, 0.0611765, 1)","(0.442353, 0.636863, 0.131765, 1)","(0.119608, 0.0764706, 0.184314, 1)","(0.796078, 0.882353, 0.0431373, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,432067,5706 / -,0,5706,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",96576,0,96576 / -,0,0
2161,Scota the Breaker,\spawn monster 2161,gaea,7,Wildlife,Scota Battleframe,NPC - Shield Crab Spider Ground Pound Attack,,,CORE Gaia Creature Kill Loot 5 (Giant),Aranha Loot 5 (MiniBoss),,2000,76757,0,"Arch_FullbodyMelee_Base(combatDist=3, am1Id=95025,am1Coodown=3000,am1Targeted=1,am1Facing=1,am1FacingDuring=1)","Arch_FullbodyMelee_Defend(combatDist=3, am1Id=95025,am1Coodown=3000,am1Targeted=1,am1Facing=1,am1FacingDuring=1)",0,0,"Arch_FullbodyMelee_Attack(combatDist=3, am1Id=95025,am1Coodown=3000,am1Targeted=1,am1Facing=1,am1FacingDuring=1)",0,Arch_FullbodyMelee_Base,-1,-1,-1,76874,133,118929,0,0,200,"(0.427451, 0.158824, 0.0784314, 1)","(0.0945098, 0.00901961, 0.00901961, 1)","(0.195294, 0.00313726, 0.00313726, 1)","(0.0156863, 0.0156863, 0.0117647, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,432069,5706 / 5398,5398,5706,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",95024,0,95024 / -,0,0
2162,Iwanci the Fetid,\spawn monster 2162,gaea,7,Wildlife,Iwanci Battleframe,Snake-a-pede Ranged Attack,,,CORE Gaia Creature Kill Loot 5 (Giant),,,2000,0,0,,,0,440,,0,,-1,-1,-1,0,133,118930,0,0,200,"(0.0862745, 0.0823529, 0.0784314, 1)","(0.576471, 0.458824, 0.0745098, 1)","(0.6, 0.792157, 0.0745098, 1)","(1, 1, 1, 1)",0,10001,0,-1,0,M,0,1,0,0,0,0,5,0,0,432071,5706 / -,0,5706,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",95106,0,95106 / -,0,0
2163,Shisa the Prowler,\spawn monster 2163,gaea,7,Wildlife,Copy of NPC - Redwood forest - Red Panda - RF_Predator02,NPC - Arctic Wolf - Basic Melee Attack - Weapon,NPC - Arctic Wolf - Shoulder Bash - Weapon,,Melding Pocket Gaia Creature 3 (Moderate),Wolf Creature Loot 3 (Moderate),,2000,76743,0,,,0,116,,0,,-1,-1,-1,76741,114,118931,0,0,65,"(0.180392, 0.0917647, 0.0188235, 1)","(0.437255, 0.394118, 0.394118, 1)","(0.152157, 0.221177, 0.0454902, 1)","(1, 0.65098, 0.603922, 1)",0,10001,6241,-1,0,F,76891,1,0,0,0,0,5,0,0,432073,5725 / 6212,6212,5725,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",9,3,0,0,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",82619,82663,82619 / 82663,0,0
2164,CharacterSelect_Accord Recon,\spawn monster 2164,accord,1,Human,CharacterSelect - NPC Recon Battleframe,Regulation R36 Assault Rifle,Regulation R36 Assault Rifle,Accord Recon Reactor,,,,2000,0,75876,Stand,"Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Stand,-1,-1,-1,0,5,118933,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1371734016,10001,415432704,-1,77221,M,0,1,415432704,10092,0,10153,0,1,4294901760,432255,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,3596097633,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",79189,79189,79189 / 79189,0,0
2165,CharacterSelect_Accord Engineer,\spawn monster 2165,accord,1,Human,CharacterSelect - NPC Engineer Battleframe,CharacterSelect Engineer Assault Rifle,CharacterSelect Engineer Assault Rifle,CharacterSelect Accord Engi Reactor,,,,2000,0,119433,Stand,"Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Stand,-1,-1,-1,0,5,118934,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054162645,10001,2975862784,-1,77221,F,0,1,2975862784,10116,0,10155,0,1,4294901760,432256,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4007272578,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",119434,119434,119434 / 119434,0,0
2166,CharacterSelect_Accord Assault,\spawn monster 2166,accord,1,Human,CharacterSelect - NPC Assault Battleframe,Regulation Plasma Cannon,Regulation Plasma Cannon,,,,,2000,0,30684,Stand,"Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Stand,-1,-1,-1,0,5,118935,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",104794533,10001,3859772067,-1,77221,M,0,1,3859772067,10097,0,10152,0,1,4294901760,432257,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4294912065,VENDOR,0,0,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",79272,79272,79272 / 79272,0,0
2167,CharacterSelect_Accord Biotech,\spawn monster 2167,accord,1,Human,CharacterSelect - NPC Biotech Battleframe,NPC CORAL - Accord Guard Assault Rifle,,Accord Bio Reactor,,,,2000,0,75874,Stand,"Arch_MedRangedHumanoid_Defend(reviveOn=true,triggerPullTime=1500,fireRestDuration=500)",0,0,"Arch_MedRangedHumanoid_Attack(reviveOn=true,triggerPullTime=1500,fireRestDuration=500)",0,Stand,-1,-1,-1,0,5,118936,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1633685600,10001,1917786176,-1,77221,F,0,1,1917786176,10115,0,10154,0,1,4294901760,432258,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,4149938208,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",30025,0,30025 / -,0,0
2168,CharacterSelect_Accord Dreadnaught,\spawn monster 2168,accord,1,Human,CharacterSelect - NPC Dreadnaught Battleframe,Regulation Accord Heavy Machine Gun,Regulation Accord Heavy Machine Gun,Accord Dread Reactor,,,,2000,0,75873,Stand,"Arch_MedRangedHumanoid_Defend(triggerPullTime=1500,fireRestDuration=1000)",0,0,"Arch_MedRangedHumanoid_Attack(triggerPullTime=1500,fireRestDuration=1000)",0,Stand,-1,-1,-1,0,5,118937,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1633685600,10001,687999073,-1,77221,M,0,1,687999073,10090,0,10151,0,1,4294901760,432259,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,2070675456,VENDOR,0,0,0,0,1018,"(0, 0, 0, 0)","(0, 0, 0, 0)",78302,78302,78302 / 78302,0,0
2169,Turret,\spawn monster 2169,accord,1,Human,,,"[OWPVP] Anti Personnel Turret, Weapon",,,,,0,76827,0,AggressiveWanderer,,0,0,,0,AggressiveWanderer,-1,-1,-1,76874,5,33976,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,10004,10008,10002,0,1,2743609570,432411,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,3,0,1506021473,VENDOR,0,0,0,0,1000,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,118945,- / 118945,0,0
2170,,\spawn monster 2170,chosen,2,Chosen,NPC Chosen Dropship02,,,,,,,2000,76757,0,,,0,0,,0,,-1,-1,-1,76874,106,118963,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,432881,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2171,Chosen Mosquito Drone,\spawn monster 2171,chosen,2,Chosen,Chosen Mosquito Bot Battleframe,Chosen Mosquito Bot Weapon,,,CORE Gaia Creature Kill Loot 3 (Medium),Chosen SUBLoot 3 (Moderate),,2000,76757,0,,,0,253,,0,,-1,-1,-1,76874,250,119905,0,0,40,"(0.137255, 1, 0.364706, 1)","(0.115451, 0.501961, 0.143059, 1)","(0, 0.253922, 0.341765, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,435682,5704 / 5369,5369,5704,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",119906,0,119906 / -,0,0
2172,,\spawn monster 2172,accord,1,Human,[ARC][COMBAT] Claire's Firecat,[ARC][COMBAT] Claire's Thermal Cannon,,Firecat Reactor,,,,2000,0,78448,,,0,148,,0,,-1,-1,-1,0,5,118408,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",82182144,10001,4294901760,-1,118312,M,76714,1,2097152,10092,0,10032,0,1,4294901760,435745,,0,0,-1,-1,1,-1,10010,10031,0,0,0,"(0, 0, 0)",0,1,0,4265089186,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",118409,0,118409 / -,0,0
2173,Chosen Dropship,\spawn monster 2173,chosen,2,Chosen,NPC Chosen Dropship02,,,,,,,2000,76757,0,,,0,0,,0,,-1,-1,-1,76874,106,118963,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,435856,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2174,Omnidyne Representative,\spawn monster 2174,accord,1,Human,Glider Challenge Salesperson,,,Nighthawk Reactor,,,Omnidyne Representative,2000,0,76021,"AlertAndInteractive(factions=""Accord"",interactionType=""Vendor"")",,0,0,,0,AlertAndInteractive,-1,-1,-1,82666,5,120111,0,0,80,"(0.278431, 0.282353, 0.286274, 1)","(0.243137, 0.117647, 0.0392157, 1)","(0.843137, 0.843137, 0.709804, 1)","(0.388235, 0.3, 0.367647, 0.45098)",1917779968,10001,0,-1,76781,F,0,1,1964667471,10115,0,10014,5,1,1917779968,436483,,0,0,-1,-1,1,-1,0,0,10247,10086,0,"(0, 0, 0)",0,3,0,1508048896,VENDOR,148,201,0,0,1011,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2175,Chosen Assault Drone,\spawn monster 2175,chosen,2,Chosen,Chosen Turret Bot Battleframe,Chosen Turret Bot Machine Guns Weapon,,,CORE Chosen Creature Kill Loot 4 (Large),Chosen SUBLoot 4 (Complex),,2000,76757,0,,,0,257,,0,,-1,-1,-1,76874,243,120561,0,0,100,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,0,0,2743609570,438969,5699 / 5370,5370,5699,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",2,9,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",120560,0,120560 / -,0,0
2176,,\spawn monster 2176,accord,1,Human,,,,,,,,2000,0,0,"AlertAndInteractive(emote=""gesture1"",emoteDuration=-1)",,0,0,,0,AlertAndInteractive,-1,-1,-1,0,5,120578,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1606748384,10001,1378167042,-1,120577,F,0,1,2884184258,10113,0,10142,0,1,4294933487,439717,,0,0,-1,-1,1,-1,10078,0,0,0,0,"(0, 0, 0)",0,3,0,4006811745,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2177,Supply Officer Balanon,\spawn monster 2177,accord,1,Human,Ambient - Northern Shores - NPC - Quartermaster Vendor,,,,,,ARES Quartermaster,2000,0,0,"AlertAndInteractive(interactionType=""HolsterTalk"",greetingSet=310)",,0,0,,0,AlertAndInteractive,-1,-1,-1,0,5,96715,0,0,0,"(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)","(1, 1, 1, 1)",1664430474,10001,1378167042,-1,82643,M,0,1,1378167042,0,0,10004,0,1,4294933487,439878,,0,0,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",0,11,0,1510158625,VENDOR,315,84,0,0,1039,"(0, 0, 0, 0)","(0, 0, 0, 0)",0,0,,0,0
2178,Ash Drinker,\spawn monster 2178,neutral,9,Large wildlife,NPC - Devils Tusk Wyrm Battleframe - Melding_Spawnling01V2,NPC - Melded Wyrm - Snapdragon - Weapon,NPC Wyrm Spit Attack,,Melding Pocket Gaia Creature 4 (Complex),Brinewyrm Creature Loot 4 (Complex),,2000,76757,0,,,0,258,,0,,-1,-1,-1,76874,117,120584,0,0,100,"(0.913725, 1, 0, 1)","(0.27451, 0.288725, 0.212444, 1)","(0, 0, 0, 1)","(1, 0.933333, 0.933333, 1)",1054149029,10001,1774458977,-1,0,M,76921,1,4279450052,0,0,0,5,0,2743609570,446100,5726 / 6220,6220,5726,-1,-1,1,-1,0,0,0,0,0,"(0, 0, 0)",11,3,0,1506021473,VENDOR,0,0,0,0,0,"(0, 0, 0, 0)","(0, 0, 0, 0)",85189,77119,85189 / 77119,0,0
